X1,lastName,firstName,Date,Period,School,Sport,proportion_male,proportion_female,gender
6655,Tudor,Amy,2018-2019,Sep 2013 -  ,Western Kentucky University ,Softball ,0.0026,0.9974,female
6656,Tulleners,Andy,2018-2019,Sep 2017 -  ,Cleveland State University ,Women's Fencing ,0.9881,0.0119,male
6657,Tulleners,Andy,2018-2019,Sep 2017 -  ,Cleveland State University ,Men's Fencing ,0.9881,0.0119,male
6658,Tully,Shannon,2018-2019,Sep 2001 -  ,University of Illinois Chicago ,Women's Tennis ,0.1408,0.8592,female
6659,Tumolo,Michelle,2018-2019,Aug 2018 -  ,Wagner College ,Women's Lacrosse ,0.0038,0.9962,female
6660,Tungate,Jeff,2018-2019,Aug 2013 - Jan 2020 ,Oakland University ,Women's Basketball ,0.9977,0.0023,male
6661,Turgeon,Jim,2018-2019,May 2017 - Aug 2020 ,University of Denver ,Women's Basketball ,0.9966,0.0034,male
6662,Turgeon,Mark,2018-2019,Jun 2011 -  ,"University of Maryland, College Park ",Men's Basketball ,0.9967,0.0033,male
6663,Turk,Mike H.,2018-2019,Nov 2018 - Nov 2020 ,University of Illinois Urbana-Champaign ,Women's Cross Country ,NA,NA,male
6664,Turk,Mike H.,2018-2019,Jul 2011 -  ,University of Illinois Urbana-Champaign ,"Men's Track, Indoor ",NA,NA,male
6665,Turk,Mike H.,2018-2019,Jul 2011 - Oct 2018 ,University of Illinois Urbana-Champaign ,Men's Cross Country ,NA,NA,male
6666,Turk,Mike H.,2018-2019,Aug 2017 - Oct 2018 ,University of Illinois Urbana-Champaign ,Women's Cross Country ,NA,NA,male
6667,Turk,Mike H.,2018-2019,Jul 2011 -  ,University of Illinois Urbana-Champaign ,"Men's Track, Outdoor ",NA,NA,male
6668,Turk,Mike H.,2018-2019,Nov 2018 - Nov 2020 ,University of Illinois Urbana-Champaign ,Men's Cross Country ,NA,NA,male
6669,Turk,Mike H.,2018-2019,Aug 2017 -  ,University of Illinois Urbana-Champaign ,"Women's Track, Outdoor ",NA,NA,male
6670,Turk,Mike H.,2018-2019,Aug 2017 -  ,University of Illinois Urbana-Champaign ,"Women's Track, Indoor ",NA,NA,male
6671,Turner Thorne,Charli,2018-2019,Aug 1996 -  ,Arizona State University ,Women's Basketball ,0.0263,0.9737,female
6672,Turner,Cassandra,2018-2019,Jun 2015 -  ,Quinnipiac University ,Women's Ice Hockey ,0.0022,0.9978,female
6673,Turner,Ginny,2018-2019,Aug 2009 - Apr 2019 ,Davidson College ,Field Hockey ,0,1,female
6674,Turner,Kerrie,2018-2019,Aug 2007 -  ,Bowling Green State University ,Women's Gymnastics ,0.0113,0.9887,female
6675,Turner,Krissy,2018-2019,Aug 1998 -  ,Monmouth University ,Women's Soccer ,0,1,female
6676,Turner,Peter,2018-2019,Nov 2006 -  ,San Jose State University ,Softball ,0.9966,0.0034,male
6677,Turner,Rechelle,2018-2019,Apr 2017 -  ,Murray State University ,Women's Basketball ,0,1,female
6678,Turner,Russell,2018-2019,Jul 2010 -  ,"University of California, Irvine ",Men's Basketball ,0.9954,0.0046,male
6679,Twiggs,Shantel,2018-2019,Oct 2004 -  ,"University of Nevada, Reno ","Women's Track, Outdoor ",0.0055,0.9945,female
6680,Twiggs,Shantel,2018-2019,Oct 2004 -  ,"University of Nevada, Reno ","Women's Track, Indoor ",0.0055,0.9945,female
6681,Tyburski,Keith,2018-2019,Aug 2006 -  ,Colgate University ,Men's Golf ,0.9948,0.0052,male
6682,Tyler,Matthew,2018-2019,Sep 2013 -  ,Bradley University ,Women's Tennis ,0.9962,0.0038,male
6683,Tyler,Tacho,2018-2019,Feb 2015 -  ,Prairie View A&M University ,Women's Volleyball ,NA,NA,female
6684,Tylka,Jeff,2018-2019,Aug 2014 - Jul 2019 ,Loyola University Chicago ,Softball ,0.9977,0.0023,male
6685,Tyner,Matt,2018-2019,Aug 2017 -  ,Towson University ,Baseball ,0.9997,0.0003,male
6686,Tyrrell,Kevin,2018-2019,May 2014 -  ,Harvard University ,Men's Swimming and Diving ,0.9951,0.0049,male
6687,Tyson,Derek,2018-2019,Jul 2012 -  ,Saint Francis University (Pennsylvania) ,Men's Golf ,0.9956,0.0044,male
6688,Tyson,Pat,2018-2019,Feb 2012 -  ,Gonzaga University ,"Men's Track, Indoor ",0.3592,0.6408,female
6689,Tyson,Pat,2018-2019,Jun 2008 -  ,Gonzaga University ,Men's Cross Country ,0.3592,0.6408,female
6690,Tyson,Pat,2018-2019,Jun 2008 -  ,Gonzaga University ,"Men's Track, Outdoor ",0.3592,0.6408,female
6691,Tyson,Victoria,2018-2019,Dec 2018 -  ,Howard University ,Softball ,0.0025,0.9975,female
6692,Ubiparipovic,Sinisa,2018-2019,Jun 2019 -  ,Cleveland State University ,Men's Soccer ,NA,NA,male
6693,Ubrun,Lindsey,2018-2019,Sep 2017 -  ,Wagner College ,Softball ,0.0361,0.9639,female
6694,Udwadia,Jay,2018-2019,Aug 2012 -  ,Oklahoma State University ,Men's Tennis ,0.9875,0.0125,male
6695,Ulehla,Jennifer,2018-2019,Jul 2019 -  ,George Washington University ,Women's Lacrosse ,0.0031,0.9969,female
6696,Ulmer,Matt,2018-2019,May 2017 -  ,University of Oregon ,Women's Volleyball ,0.9997,0.0003,male
6697,Ulmer,Matt,2018-2019,Jan 2017 - May 2020 ,University of Oregon ,Women's Beach Volleyball ,0.9997,0.0003,male
6698,Umeck,Gina,2018-2019,Oct 2013 -  ,"California State University, Northridge ",Women's Golf ,0.0025,0.9975,female
6699,Underwood,Brad,2018-2019,Apr 2017 -  ,University of Illinois Urbana-Champaign ,Men's Basketball ,0.997,0.003,male
6700,Ustundag,Efe,2018-2019,Jul 2012 -  ,Rice University ,Men's Tennis ,1,0,male
6701,Utesch,Debbie,2018-2019,Oct 1997 -  ,Lehigh University ,Women's Cross Country ,0.0022,0.9978,female
6702,Utesch,Matt,2018-2019,Sep 1997 -  ,Lehigh University ,"Men's Track, Indoor ",0.9997,0.0003,male
6703,Utesch,Matt,2018-2019,Sep 1997 -  ,Lehigh University ,"Women's Track, Outdoor ",0.9997,0.0003,male
6704,Utesch,Matt,2018-2019,Sep 1997 -  ,Lehigh University ,"Men's Track, Outdoor ",0.9997,0.0003,male
6705,Utesch,Matt,2018-2019,Sep 1997 -  ,Lehigh University ,"Women's Track, Indoor ",0.9997,0.0003,male
6706,Vachon,Amy,2018-2019,Jun 2017 -  ,University of Maine ,Women's Basketball ,0.0026,0.9974,female
6707,Valentino,Laura,2018-2019,Aug 2019 -  ,University of Connecticut ,Softball ,0.003,0.997,female
6708,Valenzuela,Eric,2018-2019,Jul 2019 -  ,Long Beach State University ,Baseball ,0.9947,0.0053,male
6709,Valenzuela,Eric,2018-2019,Sep 2013 - Jul 2019 ,Saint Mary's College of California ,Baseball ,0.9947,0.0053,male
6710,Valis,Garrett,2018-2019,Aug 2018 -  ,Sam Houston State University ,Softball ,0.9962,0.0038,male
6711,Vallejos,Stephanie,2018-2019,Sep 2015 -  ,University of Louisiana at Lafayette ,Women's Tennis ,0.0034,0.9966,female
6712,Valley,Morgan,2018-2019,May 2019 -  ,University of Hartford ,Women's Basketball ,0.1467,0.8533,female
6713,Valmon,Andrew,2018-2019,May 2003 -  ,"University of Maryland, College Park ","Men's Track, Outdoor ",0.996,0.004,male
6714,Valmon,Andrew,2018-2019,May 2003 -  ,"University of Maryland, College Park ","Women's Track, Outdoor ",0.996,0.004,male
6715,Valmon,Andrew,2018-2019,May 2003 -  ,"University of Maryland, College Park ","Women's Track, Indoor ",0.996,0.004,male
6716,Valmon,Andrew,2018-2019,May 2003 -  ,"University of Maryland, College Park ",Women's Cross Country ,0.996,0.004,male
6717,Van Alstyne,Mark,2018-2019,Aug 2012 - Sep 2018 ,"University of North Carolina, Chapel Hill ",Men's Cross Country ,0.9967,0.0033,male
6718,Van Alstyne,Mark,2018-2019,Aug 2012 - Sep 2018 ,"University of North Carolina, Chapel Hill ",Women's Cross Country ,0.9967,0.0033,male
6719,Van Buskirk,Peter,2018-2019,Aug 2004 - Jun 2019 ,College of the Holy Cross ,Women's Ice Hockey ,0.9966,0.0034,male
6720,Van Der Merwe,Sydney,2018-2019,Sep 2016 -  ,Sacred Heart University ,Field Hockey ,0.0324,0.9676,female
6721,Van Dyke,Nicole,2018-2019,Apr 2015 - Feb 2020 ,University of Pennsylvania ,Women's Soccer ,0.0032,0.9968,female
6722,Van Fleet,Beth,2018-2019,Aug 2013 -  ,Georgia State University ,Women's Beach Volleyball ,0.002,0.998,female
6723,Van Horn,Dave,2018-2019,Jul 2002 -  ,"University of Arkansas, Fayetteville ",Baseball ,0.9985,0.0015,male
6724,Van Ormer,Ralph,2018-2019,Feb 2016 -  ,Lafayette College ,Women's Tennis ,0.9958,0.0042,male
6725,Van Ormer,Ralph,2018-2019,Feb 2016 -  ,Lafayette College ,Men's Tennis ,0.9958,0.0042,male
6726,Van Vark,Jay,2018-2019,Mar 2018 - Feb 2019 ,Nicholls State University ,Women's Volleyball ,0.9875,0.0125,male
6727,Van Vark,Jay,2018-2019,Oct 2018 - Feb 2019 ,Nicholls State University ,Women's Beach Volleyball ,0.9875,0.0125,male
6728,Van Wyk,Kathy,2018-2019,Aug 2003 -  ,San Diego State University ,Softball ,0.0021,0.9979,female
6729,VanDenBorn,J.W.,2018-2019,Oct 2003 -  ,University of Missouri-Kansas City ,Men's Golf ,NA,NA,male
6730,VanDerveer,Tara,2018-2019,Jun 1985 -  ,Stanford University ,Women's Basketball ,0.003,0.997,female
6731,VanEveren,Doug,2018-2019,Sep 1991 -  ,U.S. Military Academy ,Men's Gymnastics ,0.9998,0.0002,male
6732,VanHerwaarden,Tjerk,2018-2019,Aug 2012 -  ,Harvard University ,Field Hockey ,NA,NA,male
6733,VanWagner,Larry,2018-2019,Aug 2003 -  ,Marist College ,Men's Swimming and Diving ,0.9954,0.0046,male
6734,VanWagner,Larry,2018-2019,Aug 2003 -  ,Marist College ,Women's Swimming and Diving ,0.9954,0.0046,male
6735,Vandamme,Casey,2018-2019,Feb 2015 -  ,South Dakota State University ,Women's Golf ,0.575,0.425,male
6736,Vandamme,Casey,2018-2019,Feb 2015 -  ,South Dakota State University ,Men's Golf ,0.575,0.425,male
6737,VandeBerg,Trudy,2018-2019,Mar 2015 -  ,Cornell University ,Women's Volleyball ,0.0002,0.9998,female
6738,Vanderhook,Rick,2018-2019,Jul 2011 -  ,"California State University, Fullerton ",Baseball ,0.9982,0.0018,male
6739,Vanderspiegel,Lindsey,2018-2019,Jun 2013 -  ,Virginia Commonwealth University ,Women's Soccer ,0.0361,0.9639,female
6740,Vanderzell,Scott,2018-2019,Oct 2008 -  ,Canisius College ,Women's Swimming and Diving ,0.9964,0.0036,male
6741,Vanderzell,Scott,2018-2019,Oct 2008 -  ,Canisius College ,Men's Swimming and Diving ,0.9964,0.0036,male
6742,Vanhootegem,James,2018-2019,Aug 2013 - Dec 2019 ,University of Oklahoma ,"Men's Track, Indoor ",0.9956,0.0044,male
6743,Vanhootegem,James,2018-2019,Aug 2013 - Dec 2019 ,University of Oklahoma ,Men's Cross Country ,0.9956,0.0044,male
6744,Vanhootegem,James,2018-2019,Aug 2013 - Dec 2019 ,University of Oklahoma ,"Women's Track, Indoor ",0.9956,0.0044,male
6745,Vanhootegem,James,2018-2019,Aug 2013 - Dec 2019 ,University of Oklahoma ,"Men's Track, Outdoor ",0.9956,0.0044,male
6746,Vanhootegem,James,2018-2019,Aug 2013 - Dec 2019 ,University of Oklahoma ,"Women's Track, Outdoor ",0.9956,0.0044,male
6747,Vanhootegem,James,2018-2019,Aug 2013 - Dec 2019 ,University of Oklahoma ,Women's Cross Country ,0.9956,0.0044,male
6748,Varga,Mike,2018-2019,Jan 2014 -  ,Gardner-Webb University ,Women's Soccer ,0.9966,0.0034,male
6749,Vargas,Carlos,2018-2019,Aug 2010 -  ,New Mexico State University ,Men's Tennis ,0.9922,0.0078,male
6750,Vargas,John,2018-2019,Dec 2002 -  ,Stanford University ,Men's Water Polo ,0.9961,0.0039,male
6751,Vargas,Rolando,2018-2019,Jul 2018 -  ,Troy University ,Men's Tennis ,0.9962,0.0038,male
6752,Vasalakis,Bren,2018-2019,Aug 2019 -  ,Indiana University-Purdue University Indianapolis ,Men's Tennis ,0.7763,0.2237,male
6753,Vaughan,Don,2018-2019,Aug 1992 -  ,Colgate University ,Men's Ice Hockey ,0.9937,0.0063,male
6754,Vaughn,Matt,2018-2019,Sep 2011 -  ,"University of California, Davis ",Baseball ,0.9997,0.0003,male
6755,Vaughn,Rob,2018-2019,Jul 2017 -  ,"University of Maryland, College Park ",Baseball ,1,0,male
6756,Vavic,Jovan,2018-2019,Aug 1999 - Apr 2019 ,University of Southern California ,Men's Water Polo ,0.8795,0.1205,male
6757,Vavic,Jovan,2018-2019,Aug 1999 - Apr 2019 ,University of Southern California ,Women's Water Polo ,0.8795,0.1205,male
6758,Vazquez,Jose,2018-2019,Aug 2016 -  ,Alabama State University ,Baseball ,0.9923,0.0077,male
6759,Vazquez,Lenika,2018-2019,Mar 2016 - May 2020 ,Canisius College ,Women's Volleyball ,0,1,female
6760,Vecchio,Sebastian,2018-2019,Apr 2018 -  ,"California State University, Bakersfield ",Women's Soccer ,0.9973,0.0027,male
6761,Veinotte,Courtney,2018-2019,Apr 2019 -  ,Hofstra University ,Field Hockey ,0.0723,0.9277,female
6762,Veitch,Hayley,2018-2019,Apr 2011 -  ,Tulane University ,Women's Bowling ,0.0009,0.9991,female
6763,Velez-Perez,Esai,2018-2019,Jul 2019 -  ,Iona College ,Women's Volleyball ,1,0,male
6764,Veltri,Peter,2018-2019,Nov 1999 -  ,Niagara University ,Women's Soccer ,0.9966,0.0034,male
6765,Vendel,Betsy,2018-2019,Nov 2018 -  ,Central Connecticut State University ,Women's Lacrosse ,0.0002,0.9998,female
6766,Venechanos,Alexis,2018-2019,Aug 2010 - Jul 2019 ,The Ohio State University ,Women's Lacrosse ,0.1452,0.8548,female
6767,Vera,Lindsay,2018-2019,Jul 2018 - Apr 2019 ,University of North Carolina Asheville ,Women's Soccer ,0.029,0.971,female
6768,Vera,Lindsay,2018-2019,Aug 2019 -  ,Texas Southern University ,Women's Soccer ,0.029,0.971,female
6769,Verbanic,Joe,2018-2019,Oct 2004 - Jul 2020 ,George Mason University ,Softball ,0.9745,0.0255,male
6770,Verdi,Tory,2018-2019,May 2016 -  ,"University of Massachusetts, Amherst ",Women's Basketball ,0.6343,0.3657,male
6771,Verlin,Don,2018-2019,Apr 2008 - Jul 2019 ,University of Idaho ,Men's Basketball ,0.9937,0.0063,male
6772,Vernon,Courtney,2018-2019,Oct 2013 -  ,Florida Gulf Coast University ,Women's Tennis ,0.0723,0.9277,female
6773,Versyp,Sharon,2018-2019,May 2006 -  ,Purdue University ,Women's Basketball ,0.0038,0.9962,female
6774,Vesley,Kristin,2018-2019,Jul 2016 -  ,University of Houston ,Softball ,0.0085,0.9915,female
6775,Vest,David,2018-2019,Sep 2007 -  ,Samford University ,Women's Tennis ,0.9963,0.0037,male
6776,Vettori,Katherine,2018-2019,Feb 2018 -  ,Towson University ,Women's Soccer ,0.0028,0.9972,female
6777,Viator,Matt,2018-2019,Jan 2016 -  ,University of Louisiana Monroe ,Football ,0.9997,0.0003,male
6778,Vickers,Larry,2018-2019,Feb 2016 -  ,Norfolk State University ,Women's Basketball ,0.9954,0.0046,male
6779,Victor,Gary,2018-2019,Aug 2003 -  ,"California State University, Northridge ",Women's Tennis ,0.9962,0.0038,male
6780,Vidale,Chris,2018-2019,Sep 2016 -  ,Marist College ,Women's Water Polo ,0.8507,0.1493,male
6781,Vidovich,Jay,2018-2019,Jan 2016 -  ,University of Pittsburgh ,Men's Soccer ,0.9875,0.0125,male
6782,Viggiano,Matt,2018-2019,Sep 2006 -  ,Marist College ,Men's Soccer ,0.9997,0.0003,male
6783,Vigilante,Jason,2018-2019,Sep 2012 -  ,Princeton University ,Men's Cross Country ,0.9948,0.0052,male
6784,Vigness,Brent,2018-2019,Aug 1993 -  ,Creighton University ,Softball ,0.9956,0.0044,male
6785,Villarial,Chris,2018-2019,Sep 2010 -  ,Saint Francis University (Pennsylvania) ,Football ,0.8507,0.1493,male
6786,Villucci,Valerie,2018-2019,Nov 2016 - Aug 2019 ,Bethune-Cookman University ,Women's Tennis ,0.0027,0.9973,female
6787,Villucci,Valerie,2018-2019,Nov 2016 - Aug 2019 ,Bethune-Cookman University ,Men's Tennis ,0.0027,0.9973,female
6788,Vincent,Natasha,2018-2019,Aug 2012 -  ,University of Central Arkansas ,Women's Golf ,0.0029,0.9971,female
6789,Vines,Bryan,2018-2019,Aug 2017 -  ,Rensselaer Polytechnic Institute ,Women's Ice Hockey ,0.9951,0.0049,male
6790,Vining,John,2018-2019,Aug 2018 -  ,University of South Dakota ,Men's Golf ,0.9961,0.0039,male
6791,Vitello,Tony,2018-2019,Jul 2017 -  ,"University of Tennessee, Knoxville ",Baseball ,0.9884,0.0116,male
6792,Vives,Roberto,2018-2019,Aug 2003 -  ,University at Albany ,"Men's Track, Outdoor ",0.9918,0.0082,male
6793,Vives,Roberto,2018-2019,Aug 2003 -  ,University at Albany ,"Men's Track, Indoor ",0.9918,0.0082,male
6794,Vives,Roberto,2018-2019,Oct 1985 -  ,University at Albany ,"Women's Track, Indoor ",0.9918,0.0082,male
6795,Vives,Roberto,2018-2019,Oct 1985 -  ,University at Albany ,"Women's Track, Outdoor ",0.9918,0.0082,male
6796,Voelker,Brian,2018-2019,Aug 2009 -  ,Drexel University ,Men's Lacrosse ,0.9958,0.0042,male
6797,Vogel,Joe,2018-2019,Aug 2006 -  ,Florida International University ,Women's Golf ,0.9745,0.0255,male
6798,Volkert,Pete,2018-2019,Mar 2014 - Feb 2019 ,New Jersey Institute of Technology ,Women's Volleyball ,0.9963,0.0037,male
6799,Volpe,Genny,2018-2019,Mar 2004 -  ,Rice University ,Women's Volleyball ,0,1,female
6800,Volta,Ruben,2018-2019,Mar 2013 -  ,"California State University, Sacramento ",Women's Beach Volleyball ,0.9932,0.0068,male
6801,Volta,Ruben,2018-2019,Aug 2008 -  ,"California State University, Sacramento ",Women's Volleyball ,0.9932,0.0068,male
6802,Vom Steeg,Tim,2018-2019,Aug 2003 -  ,"University of California, Santa Barbara ",Men's Soccer ,0.9975,0.0025,male
6803,Voris,Jeff,2018-2019,Feb 2006 -  ,Butler University ,Football ,0.9977,0.0023,male
6804,Voss,Chuck,2018-2019,Aug 2000 -  ,Cleveland State University ,Women's Volleyball ,0.9997,0.0003,male
6805,Vowell,Mary,2018-2019,Jul 2018 -  ,University of Tennessee at Martin ,Mixed Rifle ,0.0036,0.9964,female
6806,Vulin,Heather,2018-2019,Aug 2016 -  ,Manhattan College ,Women's Basketball ,0.0027,0.9973,female
6807,Waagbo,Kristen,2018-2019,Aug 2015 -  ,U.S. Military Academy ,Women's Lacrosse ,0.0089,0.9911,female
6808,Wachenheim,Scott,2018-2019,Jan 2015 -  ,Virginia Military Institute ,Football ,0.9964,0.0036,male
6809,Wachholz,Scott,2018-2019,Sep 2016 - Oct 2019 ,University of Wisconsin-Green Bay ,Softball ,0.9964,0.0036,male
6810,Wade,Jeffery Charles,2018-2019,Jul 2009 -  ,"University of Hawaii, Manoa ",Men's Volleyball ,NA,NA,male
6811,Wade,Will,2018-2019,Mar 2017 -  ,Louisiana State University ,Men's Basketball ,0.9924,0.0076,male
6812,Wade,Yvonne,2018-2019,Sep 2007 -  ,"University of Nevada, Las Vegas ","Women's Track, Indoor ",0.0039,0.9961,female
6813,Wade,Yvonne,2018-2019,Aug 2019 -  ,"University of Nevada, Las Vegas ",Women's Cross Country ,0.0039,0.9961,female
6814,Wade,Yvonne,2018-2019,Sep 2007 -  ,"University of Nevada, Las Vegas ","Women's Track, Outdoor ",0.0039,0.9961,female
6815,Waeger,Andrew I.,2018-2019,Sep 2014 - Apr 2019 ,Colgate University ,Women's Swimming and Diving ,NA,NA,male
6816,Waeger,Andrew I.,2018-2019,Sep 2014 - Apr 2019 ,Colgate University ,Men's Swimming and Diving ,NA,NA,male
6817,Wagar,Justin,2018-2019,Jul 2017 - Feb 2021 ,Grambling State University ,Women's Soccer ,0.9947,0.0053,male
6818,Waggoner,Jeff,2018-2019,Sep 2006 -  ,Marshall University ,Baseball ,0.9977,0.0023,male
6819,Wagner,Rob,2018-2019,Aug 2016 -  ,University of South Dakota ,Softball ,1,0,male
6820,Wahlig,Carisa,2018-2019,Jun 2018 -  ,Brown University ,Women's Ice Hockey ,0,1,female
6821,Waite,Ryan,2018-2019,Oct 2018 -  ,University of Delaware ,Women's Cross Country ,0.9768,0.0232,male
6822,Waldo,Jeannette,2018-2019,Feb 2018 -  ,Tennessee Technological University ,Women's Volleyball ,0.0009,0.9991,female
6823,Waldron,Renny,2018-2019,Sep 2014 -  ,Davidson College ,"Men's Track, Outdoor ",0.9166,0.0834,male
6824,Waldron,Renny,2018-2019,Sep 2014 -  ,Davidson College ,"Men's Track, Indoor ",0.9166,0.0834,male
6825,Waldron,Renny,2018-2019,Sep 2014 -  ,Davidson College ,Men's Cross Country ,0.9166,0.0834,male
6826,Waldrum,Randy,2018-2019,Jan 2018 -  ,University of Pittsburgh ,Women's Soccer ,0.9841,0.0159,male
6827,Walker III,Monroe,2018-2019,Feb 2015 - Jan 2019 ,Tennessee State University ,Men's Tennis ,0.8943,0.1057,male
6828,Walker III,Monroe,2018-2019,Feb 2019 - Jun 2019 ,Southern Utah University ,Women's Tennis ,0.8943,0.1057,male
6829,Walker III,Monroe,2018-2019,Feb 2015 - Jan 2019 ,Tennessee State University ,Women's Tennis ,0.8943,0.1057,male
6830,Walker,Anne,2018-2019,Aug 2012 -  ,Stanford University ,Women's Golf ,0.0025,0.9975,female
6831,Walker,Chris,2018-2019,Feb 2013 -  ,University of North Alabama ,Women's Soccer ,0.8507,0.1493,male
6832,Walker,Darrell,2018-2019,May 2018 -  ,University of Arkansas at Little Rock ,Men's Basketball ,0.9922,0.0078,male
6833,Walker,John,2018-2019,Apr 1994 -  ,"University of Nebraska, Lincoln ",Women's Soccer ,0.9961,0.0039,male
6834,Walker,John,2018-2019,Jun 2018 - Aug 2020 ,Abilene Christian University ,Women's Tennis ,NA,NA,male
6835,Walker,Lee Taylor,2018-2019,Jul 2014 -  ,Texas Christian University ,Women's Tennis ,NA,NA,male
